Price,Date,Close
Ticker,,AMAT
0,2010-01-04 00:00:00+00:00,14.300000190734863
1,2010-01-05 00:00:00+00:00,14.1899995803833
2,2010-01-06 00:00:00+00:00,14.15999984741211
3,2010-01-07 00:00:00+00:00,14.010000228881836
4,2010-01-08 00:00:00+00:00,14.550000190734863
5,2010-01-11 00:00:00+00:00,14.869999885559082
6,2010-01-12 00:00:00+00:00,14.199999809265137
7,2010-01-13 00:00:00+00:00,14.270000457763672
8,2010-01-14 00:00:00+00:00,14.350000381469727
9,2010-01-15 00:00:00+00:00,13.729999542236328
10,2010-01-19 00:00:00+00:00,13.970000267028809
11,2010-01-20 00:00:00+00:00,13.800000190734863
12,2010-01-21 00:00:00+00:00,13.579999923706055
13,2010-01-22 00:00:00+00:00,12.630000114440918
14,2010-01-25 00:00:00+00:00,12.640000343322754
15,2010-01-26 00:00:00+00:00,12.649999618530273
16,2010-01-27 00:00:00+00:00,13.039999961853027
17,2010-01-28 00:00:00+00:00,12.609999656677246
18,2010-01-29 00:00:00+00:00,12.180000305175781
19,2010-02-01 00:00:00+00:00,12.520000457763672
20,2010-02-02 00:00:00+00:00,12.510000228881836
21,2010-02-03 00:00:00+00:00,12.279999732971191
22,2010-02-04 00:00:00+00:00,11.800000190734863
23,2010-02-05 00:00:00+00:00,12.229999542236328
24,2010-02-08 00:00:00+00:00,12.069999694824219
25,2010-02-09 00:00:00+00:00,12.149999618530273
26,2010-02-10 00:00:00+00:00,12.229999542236328
27,2010-02-11 00:00:00+00:00,12.470000267028809
28,2010-02-12 00:00:00+00:00,12.470000267028809
29,2010-02-16 00:00:00+00:00,12.949999809265137
30,2010-02-17 00:00:00+00:00,12.989999771118164
31,2010-02-18 00:00:00+00:00,12.680000305175781
32,2010-02-19 00:00:00+00:00,12.5
33,2010-02-22 00:00:00+00:00,12.449999809265137
34,2010-02-23 00:00:00+00:00,12.010000228881836
35,2010-02-24 00:00:00+00:00,12.270000457763672
36,2010-02-25 00:00:00+00:00,12.220000267028809
37,2010-02-26 00:00:00+00:00,12.239999771118164
38,2010-03-01 00:00:00+00:00,12.5
39,2010-03-02 00:00:00+00:00,12.420000076293945
40,2010-03-03 00:00:00+00:00,12.390000343322754
41,2010-03-04 00:00:00+00:00,12.260000228881836
42,2010-03-05 00:00:00+00:00,12.289999961853027
43,2010-03-08 00:00:00+00:00,12.359999656677246
44,2010-03-09 00:00:00+00:00,12.289999961853027
45,2010-03-10 00:00:00+00:00,12.529999732971191
46,2010-03-11 00:00:00+00:00,12.40999984741211
47,2010-03-12 00:00:00+00:00,12.359999656677246
48,2010-03-15 00:00:00+00:00,12.229999542236328
49,2010-03-16 00:00:00+00:00,12.449999809265137
50,2010-03-17 00:00:00+00:00,12.65999984741211
51,2010-03-18 00:00:00+00:00,12.630000114440918
52,2010-03-19 00:00:00+00:00,12.489999771118164
53,2010-03-22 00:00:00+00:00,12.779999732971191
54,2010-03-23 00:00:00+00:00,13.239999771118164
55,2010-03-24 00:00:00+00:00,13.0
56,2010-03-25 00:00:00+00:00,13.15999984741211
57,2010-03-26 00:00:00+00:00,13.210000038146973
58,2010-03-29 00:00:00+00:00,13.3100004196167
59,2010-03-30 00:00:00+00:00,13.449999809265137
60,2010-03-31 00:00:00+00:00,13.470000267028809
61,2010-04-01 00:00:00+00:00,13.350000381469727
62,2010-04-05 00:00:00+00:00,13.520000457763672
63,2010-04-06 00:00:00+00:00,13.479999542236328
64,2010-04-07 00:00:00+00:00,13.579999923706055
65,2010-04-08 00:00:00+00:00,13.34000015258789
66,2010-04-09 00:00:00+00:00,13.470000267028809
67,2010-04-12 00:00:00+00:00,13.630000114440918
