Price,Date,Close
Ticker,,MSFT
0,2010-01-04 00:00:00+00:00,30.950000762939453
1,2010-01-05 00:00:00+00:00,30.959999084472656
2,2010-01-06 00:00:00+00:00,30.770000457763672
3,2010-01-07 00:00:00+00:00,30.450000762939453
4,2010-01-08 00:00:00+00:00,30.65999984741211
5,2010-01-11 00:00:00+00:00,30.270000457763672
6,2010-01-12 00:00:00+00:00,30.06999969482422
7,2010-01-13 00:00:00+00:00,30.350000381469727
8,2010-01-14 00:00:00+00:00,30.959999084472656
9,2010-01-15 00:00:00+00:00,30.860000610351562
10,2010-01-19 00:00:00+00:00,31.100000381469727
11,2010-01-20 00:00:00+00:00,30.59000015258789
12,2010-01-21 00:00:00+00:00,30.010000228881836
13,2010-01-22 00:00:00+00:00,28.959999084472656
14,2010-01-25 00:00:00+00:00,29.31999969482422
15,2010-01-26 00:00:00+00:00,29.5
16,2010-01-27 00:00:00+00:00,29.670000076293945
17,2010-01-28 00:00:00+00:00,29.15999984741211
18,2010-01-29 00:00:00+00:00,28.18000030517578
19,2010-02-01 00:00:00+00:00,28.40999984741211
20,2010-02-02 00:00:00+00:00,28.459999084472656
21,2010-02-03 00:00:00+00:00,28.6299991607666
22,2010-02-04 00:00:00+00:00,27.84000015258789
23,2010-02-05 00:00:00+00:00,28.020000457763672
24,2010-02-08 00:00:00+00:00,27.719999313354492
25,2010-02-09 00:00:00+00:00,28.010000228881836
26,2010-02-10 00:00:00+00:00,27.989999771118164
27,2010-02-11 00:00:00+00:00,28.1200008392334
28,2010-02-12 00:00:00+00:00,27.93000030517578
29,2010-02-16 00:00:00+00:00,28.350000381469727
30,2010-02-17 00:00:00+00:00,28.59000015258789
31,2010-02-18 00:00:00+00:00,28.969999313354492
32,2010-02-19 00:00:00+00:00,28.770000457763672
33,2010-02-22 00:00:00+00:00,28.729999542236328
34,2010-02-23 00:00:00+00:00,28.329999923706055
35,2010-02-24 00:00:00+00:00,28.6299991607666
36,2010-02-25 00:00:00+00:00,28.600000381469727
37,2010-02-26 00:00:00+00:00,28.670000076293945
38,2010-03-01 00:00:00+00:00,29.020000457763672
39,2010-03-02 00:00:00+00:00,28.459999084472656
40,2010-03-03 00:00:00+00:00,28.459999084472656
41,2010-03-04 00:00:00+00:00,28.6299991607666
42,2010-03-05 00:00:00+00:00,28.59000015258789
43,2010-03-08 00:00:00+00:00,28.6299991607666
44,2010-03-09 00:00:00+00:00,28.799999237060547
45,2010-03-10 00:00:00+00:00,28.969999313354492
46,2010-03-11 00:00:00+00:00,29.18000030517578
47,2010-03-12 00:00:00+00:00,29.270000457763672
48,2010-03-15 00:00:00+00:00,29.290000915527344
49,2010-03-16 00:00:00+00:00,29.3700008392334
50,2010-03-17 00:00:00+00:00,29.6299991607666
51,2010-03-18 00:00:00+00:00,29.610000610351562
52,2010-03-19 00:00:00+00:00,29.59000015258789
53,2010-03-22 00:00:00+00:00,29.600000381469727
54,2010-03-23 00:00:00+00:00,29.8799991607666
55,2010-03-24 00:00:00+00:00,29.649999618530273
56,2010-03-25 00:00:00+00:00,30.010000228881836
57,2010-03-26 00:00:00+00:00,29.65999984741211
58,2010-03-29 00:00:00+00:00,29.59000015258789
59,2010-03-30 00:00:00+00:00,29.770000457763672
60,2010-03-31 00:00:00+00:00,29.290000915527344
61,2010-04-01 00:00:00+00:00,29.15999984741211
62,2010-04-05 00:00:00+00:00,29.270000457763672
63,2010-04-06 00:00:00+00:00,29.31999969482422
64,2010-04-07 00:00:00+00:00,29.350000381469727
65,2010-04-08 00:00:00+00:00,29.920000076293945
66,2010-04-09 00:00:00+00:00,30.34000015258789
67,2010-04-12 00:00:00+00:00,30.31999969482422
68,2010-04-13 00:00:00+00:00,30.450000762939453
69,2010-04-14 00:00:00+00:00,30.81999969482422
70,2010-04-15 00:00:00+00:00,30.8700008392334
71,2010-04-16 00:00:00+00:00,30.670000076293945
72,2010-04-19 00:00:00+00:00,31.040000915527344
73,2010-04-20 00:00:00+00:00,31.360000610351562
74,2010-04-21 00:00:00+00:00,31.329999923706055
75,2010-04-22 00:00:00+00:00,31.389999389648438
76,2010-04-23 00:00:00+00:00,30.959999084472656
77,2010-04-26 00:00:00+00:00,31.110000610351562
78,2010-04-27 00:00:00+00:00,30.850000381469727
79,2010-04-28 00:00:00+00:00,30.90999984741211
