,Date,Close
0,2023-08-18 00:00:00+00:00,"3,367.10"
1,2023-08-17 00:00:00+00:00,"3,435.75"
2,2023-08-16 00:00:00+00:00,"3,458.40"
3,2023-08-14 00:00:00+00:00,"3,449.85"
4,2023-08-11 00:00:00+00:00,"3,448.80"
5,2023-08-10 00:00:00+00:00,"3,442.10"
6,2023-08-09 00:00:00+00:00,"3,462.50"
7,2023-08-08 00:00:00+00:00,"3,470.60"
8,2023-08-07 00:00:00+00:00,"3,484.05"
9,2023-08-04 00:00:00+00:00,"3,443.55"
10,2023-08-03 00:00:00+00:00,"3,399.95"
11,2023-08-02 00:00:00+00:00,"3,440.65"
12,2023-08-01 00:00:00+00:00,"3,452.05"
13,2023-07-31 00:00:00+00:00,"3,421.45"
14,2023-07-28 00:00:00+00:00,"3,355.40"
15,2023-07-27 00:00:00+00:00,"3,396.90"
16,2023-07-26 00:00:00+00:00,"3,388.30"
17,2023-07-25 00:00:00+00:00,"3,399.15"
18,2023-07-24 00:00:00+00:00,"3,394.75"
19,2023-07-21 00:00:00+00:00,"3,368.30"
20,2023-07-20 00:00:00+00:00,"3,463.30"
21,2023-07-19 00:00:00+00:00,"3,470.05"
22,2023-07-18 00:00:00+00:00,"3,496.85"
23,2023-07-17 00:00:00+00:00,"3,491.70"
24,2023-07-14 00:00:00+00:00,"3,514.65"
25,2023-07-13 00:00:00+00:00,"3,340.55"
26,2023-07-12 00:00:00+00:00,"3,259.90"
27,2023-07-11 00:00:00+00:00,"3,272.40"
28,2023-07-10 00:00:00+00:00,"3,271.95"
29,2023-07-07 00:00:00+00:00,"3,329.25"
30,2023-07-06 00:00:00+00:00,"3,322.90"
31,2023-07-05 00:00:00+00:00,"3,319.95"
32,2023-07-04 00:00:00+00:00,"3,308.85"
33,2023-07-03 00:00:00+00:00,"3,272.30"
34,2023-06-30 00:00:00+00:00,"3,302.25"
35,2023-06-28 00:00:00+00:00,"3,215.45"
36,2023-06-27 00:00:00+00:00,"3,197.35"
37,2023-06-26 00:00:00+00:00,"3,189.65"
38,2023-06-23 00:00:00+00:00,"3,216.35"
39,2023-06-22 00:00:00+00:00,"3,238.50"
40,2023-06-21 00:00:00+00:00,"3,258.20"
41,2023-06-20 00:00:00+00:00,"3,227.70"
42,2023-06-19 00:00:00+00:00,"3,210.40"
43,2023-06-16 00:00:00+00:00,"3,174.90"
44,2023-06-15 00:00:00+00:00,"3,216.30"
45,2023-06-14 00:00:00+00:00,"3,251.05"
46,2023-06-13 00:00:00+00:00,"3,243.70"
47,2023-06-12 00:00:00+00:00,"3,246.90"
48,2023-06-09 00:00:00+00:00,"3,209.30"
49,2023-06-08 00:00:00+00:00,"3,236.45"
50,2023-06-07 00:00:00+00:00,"3,274.90"
51,2023-06-06 00:00:00+00:00,"3,232.30"
52,2023-06-05 00:00:00+00:00,"3,288.90"
53,2023-06-02 00:00:00+00:00,"3,305.60"
54,2023-06-01 00:00:00+00:00,"3,324.00"
55,2023-05-31 00:00:00+00:00,"3,289.50"
56,2023-05-30 00:00:00+00:00,"3,316.20"
57,2023-05-29 00:00:00+00:00,"3,320.35"
58,2023-05-26 00:00:00+00:00,"3,328.90"
59,2023-05-25 00:00:00+00:00,"3,293.50"
60,2023-05-24 00:00:00+00:00,"3,303.35"
61,2023-05-23 00:00:00+00:00,"3,297.05"
62,2023-05-22 00:00:00+00:00,"3,298.70"
