Price,Date,Close
Ticker,,GOOGL
0,2010-01-04 00:00:00+00:00,15.684433937072754
1,2010-01-05 00:00:00+00:00,15.615365028381348
2,2010-01-06 00:00:00+00:00,15.221721649169922
3,2010-01-07 00:00:00+00:00,14.867366790771484
4,2010-01-08 00:00:00+00:00,15.065566062927246
5,2010-01-11 00:00:00+00:00,15.042793273925781
6,2010-01-12 00:00:00+00:00,14.776777267456055
7,2010-01-13 00:00:00+00:00,14.69194221496582
8,2010-01-14 00:00:00+00:00,14.761011123657227
9,2010-01-15 00:00:00+00:00,14.514514923095703
10,2010-01-19 00:00:00+00:00,14.705204963684082
11,2010-01-20 00:00:00+00:00,14.524774551391602
12,2010-01-21 00:00:00+00:00,14.589089393615723
13,2010-01-22 00:00:00+00:00,13.76401424407959
14,2010-01-25 00:00:00+00:00,13.513513565063477
15,2010-01-26 00:00:00+00:00,13.574073791503906
16,2010-01-27 00:00:00+00:00,13.566065788269043
17,2010-01-28 00:00:00+00:00,13.370620727539062
18,2010-01-29 00:00:00+00:00,13.261761665344238
19,2010-02-01 00:00:00+00:00,13.338838577270508
20,2010-02-02 00:00:00+00:00,13.291291236877441
21,2010-02-03 00:00:00+00:00,13.53403377532959
22,2010-02-04 00:00:00+00:00,13.182682991027832
23,2010-02-05 00:00:00+00:00,13.29554557800293
24,2010-02-08 00:00:00+00:00,13.350099563598633
25,2010-02-09 00:00:00+00:00,13.424424171447754
26,2010-02-10 00:00:00+00:00,13.374625205993652
27,2010-02-11 00:00:00+00:00,13.423422813415527
28,2010-02-12 00:00:00+00:00,13.341341018676758
29,2010-02-16 00:00:00+00:00,13.546046257019043
30,2010-02-17 00:00:00+00:00,13.468718528747559
31,2010-02-18 00:00:00+00:00,13.594094276428223
32,2010-02-19 00:00:00+00:00,13.532532691955566
33,2010-02-22 00:00:00+00:00,13.58358383178711
34,2010-02-23 00:00:00+00:00,13.39013957977295
35,2010-02-24 00:00:00+00:00,13.300049781799316
36,2010-02-25 00:00:00+00:00,13.173924446105957
